
(397 rows affected)
prd_id,clean_prd_key,cat_id,clean_prd_name,clean_prd_cost,clean_prd_line,prd_start_dt,prd_end_dt
480,PK-7098,AC-TT,Patch Kit/8 Patches,1.00,Other Sales,2013-07-01,NULL
481,SO-R809-M,CL-SO,Racing Socks- M,3.00,Road,2013-07-01,NULL
482,SO-R809-L,CL-SO,Racing Socks- L,3.00,Road,2013-07-01,NULL
483,RA-H123,AC-BR,Hitch Rack - 4-Bike,45.00,Other Sales,2013-07-01,NULL
484,CL-9009,AC-CL,Bike Wash - Dissolver,3.00,Other Sales,2013-07-01,NULL
485,FE-6654,AC-FE,Fender Set - Mountain,8.00,Mountain,2013-07-01,NULL
486,ST-1401,AC-BS,All-Purpose Bike Stand,59.00,Mountain,2013-07-01,NULL
487,HY-1023-70,AC-HP,Hydration Pack - 70 oz.,21.00,Other Sales,2013-07-01,NULL
488,SJ-0194-S,CL-JE,Short-Sleeve Classic Jersey- S,42.00,Other Sales,2013-07-01,NULL
489,SJ-0194-M,CL-JE,Short-Sleeve Classic Jersey- M,42.00,Other Sales,2013-07-01,NULL
490,SJ-0194-L,CL-JE,Short-Sleeve Classic Jersey- L,42.00,Other Sales,2013-07-01,NULL
491,SJ-0194-X,CL-JE,Short-Sleeve Classic Jersey- XL,42.00,Other Sales,2013-07-01,NULL
492,FR-T98Y-60,CO-TF,HL Touring Frame - Yellow- 60,602.00,Touring,2013-07-01,NULL
493,FR-T67Y-62,CO-TF,LL Touring Frame - Yellow- 62,200.00,Touring,2013-07-01,NULL
494,FR-T98Y-46,CO-TF,HL Touring Frame - Yellow- 46,602.00,Touring,2013-07-01,NULL
495,FR-T98Y-50,CO-TF,HL Touring Frame - Yellow- 50,602.00,Touring,2013-07-01,NULL
496,FR-T98Y-54,CO-TF,HL Touring Frame - Yellow- 54,602.00,Touring,2013-07-01,NULL
497,FR-T98U-46,CO-TF,HL Touring Frame - Blue- 46,602.00,Touring,2013-07-01,NULL
498,FR-T98U-50,CO-TF,HL Touring Frame - Blue- 50,602.00,Touring,2013-07-01,NULL
499,FR-T98U-54,CO-TF,HL Touring Frame - Blue- 54,602.00,Touring,2013-07-01,NULL
500,FR-T98U-60,CO-TF,HL Touring Frame - Blue- 60,602.00,Touring,2013-07-01,NULL
501,RD-2308,CO-DE,Rear Derailleur,54.00,n/a,2013-07-01,NULL
502,FR-T67U-50,CO-TF,LL Touring Frame - Blue- 50,200.00,Touring,2013-07-01,NULL
503,FR-T67U-54,CO-TF,LL Touring Frame - Blue- 54,200.00,Touring,2013-07-01,NULL
504,FR-T67U-58,CO-TF,LL Touring Frame - Blue- 58,200.00,Touring,2013-07-01,NULL
505,FR-T67U-62,CO-TF,LL Touring Frame - Blue- 62,200.00,Touring,2013-07-01,NULL
506,FR-T67Y-44,CO-TF,LL Touring Frame - Yellow- 44,200.00,Touring,2013-07-01,NULL
507,FR-T67Y-50,CO-TF,LL Touring Frame - Yellow- 50,200.00,Touring,2013-07-01,NULL
508,FR-T67Y-54,CO-TF,LL Touring Frame - Yellow- 54,200.00,Touring,2013-07-01,NULL
509,FR-T67Y-58,CO-TF,LL Touring Frame - Yellow- 58,200.00,Touring,2013-07-01,NULL
510,FR-T67U-44,CO-TF,LL Touring Frame - Blue- 44,200.00,Touring,2013-07-01,NULL
511,FR-M63S-40,CO-MF,ML Mountain Frame-W - Silver- 40,199.00,Mountain,2013-07-01,NULL
512,FR-M63S-42,CO-MF,ML Mountain Frame-W - Silver- 42,199.00,Mountain,2013-07-01,NULL
513,FR-M63S-46,CO-MF,ML Mountain Frame-W - Silver- 46,199.00,Mountain,2013-07-01,NULL
514,RB-9231,CO-BR,Rear Brakes,47.00,n/a,2013-07-01,NULL
515,SE-M236,CO-SA,LL Mountain Seat/Saddle,12.00,Mountain,2013-07-01,NULL
516,SE-M798,CO-SA,ML Mountain Seat/Saddle,17.00,Mountain,2013-07-01,NULL
517,SE-M940,CO-SA,HL Mountain Seat/Saddle,23.00,Mountain,2013-07-01,NULL
518,SE-R581,CO-SA,LL Road Seat/Saddle,12.00,Road,2013-07-01,NULL
519,SE-R908,CO-SA,ML Road Seat/Saddle,17.00,Touring,2013-07-01,NULL
520,SE-R995,CO-SA,HL Road Seat/Saddle,23.00,Road,2013-07-01,NULL
521,SE-T312,CO-SA,LL Touring Seat/Saddle,12.00,Touring,2013-07-01,NULL
522,SE-T762,CO-SA,ML Touring Seat/Saddle,17.00,Touring,2013-07-01,NULL
523,SE-T924,CO-SA,HL Touring Seat/Saddle,23.00,Touring,2013-07-01,NULL
524,FR-M21S-42,CO-MF,LL Mountain Frame - Silver- 42,145.00,Mountain,2013-07-01,NULL
525,FR-M21S-44,CO-MF,LL Mountain Frame - Silver- 44,145.00,Mountain,2013-07-01,NULL
526,FR-M21S-48,CO-MF,LL Mountain Frame - Silver- 48,145.00,Mountain,2013-07-01,NULL
527,FR-M21S-52,CO-MF,LL Mountain Frame - Silver- 52,145.00,Mountain,2013-07-01,NULL
528,TT-M928,AC-TT,Mountain Tire Tube,2.00,Mountain,2013-07-01,NULL
529,TT-R982,AC-TT,Road Tire Tube,1.00,Road,2013-07-01,NULL
530,TT-T092,AC-TT,Touring Tire Tube,2.00,Touring,2013-07-01,NULL
531,FR-M21B-42,CO-MF,LL Mountain Frame - Black- 42,137.00,Mountain,2013-07-01,NULL
532,FR-M21B-44,CO-MF,LL Mountain Frame - Black- 44,137.00,Mountain,2013-07-01,NULL
533,FR-M21B-48,CO-MF,LL Mountain Frame - Black- 48,137.00,Mountain,2013-07-01,NULL
534,FR-M21B-52,CO-MF,LL Mountain Frame - Black- 52,137.00,Mountain,2013-07-01,NULL
535,TI-M267,AC-TT,LL Mountain Tire,9.00,Mountain,2013-07-01,NULL
536,TI-M602,AC-TT,ML Mountain Tire,11.00,Mountain,2013-07-01,NULL
537,TI-M823,AC-TT,HL Mountain Tire,13.00,Mountain,2013-07-01,NULL
538,TI-R092,AC-TT,LL Road Tire,8.00,Road,2013-07-01,NULL
539,TI-R628,AC-TT,ML Road Tire,9.00,Road,2013-07-01,NULL
540,TI-R982,AC-TT,HL Road Tire,12.00,Road,2013-07-01,NULL
541,TI-T723,AC-TT,Touring Tire,11.00,Touring,2013-07-01,NULL
542,PD-M282,CO-PE,LL Mountain Pedal,18.00,Mountain,2013-07-01,NULL
543,PD-M340,CO-PE,ML Mountain Pedal,28.00,Mountain,2013-07-01,NULL
544,PD-M562,CO-PE,HL Mountain Pedal,36.00,Mountain,2013-07-01,NULL
545,PD-R347,CO-PE,LL Road Pedal,18.00,Road,2013-07-01,NULL
546,PD-R563,CO-PE,ML Road Pedal,28.00,Road,2013-07-01,NULL
547,PD-R853,CO-PE,HL Road Pedal,36.00,Road,2013-07-01,NULL
548,PD-T852,CO-PE,Touring Pedal,36.00,Touring,2013-07-01,NULL
549,FR-M63S-38,CO-MF,ML Mountain Frame-W - Silver- 38,199.00,Mountain,2013-07-01,NULL
550,FR-M21B-40,CO-MF,LL Mountain Frame - Black- 40,137.00,Mountain,2013-07-01,NULL
551,FR-M21S-40,CO-MF,LL Mountain Frame - Silver- 40,145.00,Mountain,2013-07-01,NULL
552,FD-2342,CO-DE,Front Derailleur,41.00,n/a,2013-07-01,NULL
553,HB-T721,CO-HB,LL Touring Handlebars,20.00,Touring,2013-07-01,NULL
554,HB-T928,CO-HB,HL Touring Handlebars,41.00,Touring,2013-07-01,NULL
555,FB-9873,CO-BR,Front Brakes,47.00,n/a,2013-07-01,NULL
556,CS-4759,CO-CS,LL Crankset,78.00,n/a,2013-07-01,NULL
557,CS-6583,CO-CS,ML Crankset,114.00,n/a,2013-07-01,NULL
558,CS-9183,CO-CS,HL Crankset,180.00,n/a,2013-07-01,NULL
559,CH-0234,CO-CH,Chain,9.00,n/a,2013-07-01,NULL
560,BK-T44U-60,BI-TB,Touring-2000 Blue- 60,755.00,Touring,2013-07-01,NULL
561,BK-T79Y-46,BI-TB,Touring-1000 Yellow- 46,1482.00,Touring,2013-07-01,NULL
562,BK-T79Y-50,BI-TB,Touring-1000 Yellow- 50,1482.00,Touring,2013-07-01,NULL
563,BK-T79Y-54,BI-TB,Touring-1000 Yellow- 54,1482.00,Touring,2013-07-01,NULL
564,BK-T79Y-60,BI-TB,Touring-1000 Yellow- 60,1482.00,Touring,2013-07-01,NULL
565,BK-T18U-54,BI-TB,Touring-3000 Blue- 54,461.00,Touring,2013-07-01,NULL
566,BK-T18U-58,BI-TB,Touring-3000 Blue- 58,461.00,Touring,2013-07-01,NULL
567,BK-T18U-62,BI-TB,Touring-3000 Blue- 62,461.00,Touring,2013-07-01,NULL
568,BK-T18Y-44,BI-TB,Touring-3000 Yellow- 44,461.00,Touring,2013-07-01,NULL
569,BK-T18Y-50,BI-TB,Touring-3000 Yellow- 50,461.00,Touring,2013-07-01,NULL
570,BK-T18Y-54,BI-TB,Touring-3000 Yellow- 54,461.00,Touring,2013-07-01,NULL
571,BK-T18Y-58,BI-TB,Touring-3000 Yellow- 58,461.00,Touring,2013-07-01,NULL
572,BK-T18Y-62,BI-TB,Touring-3000 Yellow- 62,461.00,Touring,2013-07-01,NULL
573,BK-T79U-46,BI-TB,Touring-1000 Blue- 46,1482.00,Touring,2013-07-01,NULL
574,BK-T79U-50,BI-TB,Touring-1000 Blue- 50,1482.00,Touring,2013-07-01,NULL
575,BK-T79U-54,BI-TB,Touring-1000 Blue- 54,1482.00,Touring,2013-07-01,NULL
576,BK-T79U-60,BI-TB,Touring-1000 Blue- 60,1482.00,Touring,2013-07-01,NULL
577,BK-T44U-46,BI-TB,Touring-2000 Blue- 46,755.00,Touring,2013-07-01,NULL
578,BK-T44U-50,BI-TB,Touring-2000 Blue- 50,755.00,Touring,2013-07-01,NULL
579,BK-T44U-54,BI-TB,Touring-2000 Blue- 54,755.00,Touring,2013-07-01,NULL
580,BK-R79Y-40,BI-RB,Road-350-W Yellow- 40,1083.00,Road,2013-07-01,NULL
581,BK-R79Y-42,BI-RB,Road-350-W Yellow- 42,1083.00,Road,2013-07-01,NULL
582,BK-R79Y-44,BI-RB,Road-350-W Yellow- 44,1083.00,Road,2013-07-01,NULL
583,BK-R79Y-48,BI-RB,Road-350-W Yellow- 48,1083.00,Road,2013-07-01,NULL
584,BK-R19B-58,BI-RB,Road-750 Black- 58,344.00,Road,2013-07-01,NULL
585,BK-T18U-44,BI-TB,Touring-3000 Blue- 44,461.00,Touring,2013-07-01,NULL
586,BK-T18U-50,BI-TB,Touring-3000 Blue- 50,461.00,Touring,2013-07-01,NULL
587,BK-M38S-38,BI-MB,Mountain-400-W Silver- 38,420.00,Mountain,2013-07-01,NULL
588,BK-M38S-40,BI-MB,Mountain-400-W Silver- 40,420.00,Mountain,2013-07-01,NULL
589,BK-M38S-42,BI-MB,Mountain-400-W Silver- 42,420.00,Mountain,2013-07-01,NULL
590,BK-M38S-46,BI-MB,Mountain-400-W Silver- 46,420.00,Mountain,2013-07-01,NULL
591,BK-M18S-40,BI-MB,Mountain-500 Silver- 40,308.00,Mountain,2013-07-01,NULL
592,BK-M18S-42,BI-MB,Mountain-500 Silver- 42,308.00,Mountain,2013-07-01,NULL
593,BK-M18S-44,BI-MB,Mountain-500 Silver- 44,308.00,Mountain,2013-07-01,NULL
594,BK-M18S-48,BI-MB,Mountain-500 Silver- 48,308.00,Mountain,2013-07-01,NULL
595,BK-M18S-52,BI-MB,Mountain-500 Silver- 52,308.00,Mountain,2013-07-01,NULL
596,BK-M18B-40,BI-MB,Mountain-500 Black- 40,295.00,Mountain,2013-07-01,NULL
597,BK-M18B-42,BI-MB,Mountain-500 Black- 42,295.00,Mountain,2013-07-01,NULL
598,BK-M18B-44,BI-MB,Mountain-500 Black- 44,295.00,Mountain,2013-07-01,NULL
599,BK-M18B-48,BI-MB,Mountain-500 Black- 48,295.00,Mountain,2013-07-01,NULL
600,BK-M18B-52,BI-MB,Mountain-500 Black- 52,295.00,Mountain,2013-07-01,NULL
601,BB-7421,CO-BB,LL Bottom Bracket,24.00,n/a,2013-07-01,NULL
602,BB-8107,CO-BB,ML Bottom Bracket,45.00,n/a,2013-07-01,NULL
603,BB-9108,CO-BB,HL Bottom Bracket,54.00,n/a,2013-07-01,NULL
604,BK-R19B-44,BI-RB,Road-750 Black- 44,344.00,Road,2013-07-01,NULL
605,BK-R19B-48,BI-RB,Road-750 Black- 48,344.00,Road,2013-07-01,NULL
606,BK-R19B-52,BI-RB,Road-750 Black- 52,344.00,Road,2013-07-01,NULL

(397 rows affected)
